stream,price_type,bar_type,ts_event_ns,ts_init_ns,open,high,low,close,volume,ts_event,ts_init
sniffer_strategy,ASK,EURUSD.FOREX_MS-1-WEEK-ASK-INTERNAL,1711929600000000000,1711929600000000000,1.07934,1.07937,1.07921,1.07924,73.0,2024-04-01T00:00:00+00:00,2024-04-01T00:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-1-WEEK-BID-INTERNAL,1711929600000000000,1711929600000000000,1.07932,1.07934,1.07918,1.07921,144.0,2024-04-01T00:00:00+00:00,2024-04-01T00:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-1-WEEK-ASK-INTERNAL,1712534400000000000,1712534400000000000,1.07923,1.08766,1.07248,1.08287,876432.0,2024-04-08T00:00:00+00:00,2024-04-08T00:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-1-WEEK-BID-INTERNAL,1712534400000000000,1712534400000000000,1.07921,1.08765,1.07246,1.08285,957280.0,2024-04-08T00:00:00+00:00,2024-04-08T00:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-1-WEEK-ASK-INTERNAL,1713139200000000000,1713139200000000000,1.08286,1.08852,1.06228,1.06475,956162.0,2024-04-15T00:00:00+00:00,2024-04-15T00:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-1-WEEK-BID-INTERNAL,1713139200000000000,1713139200000000000,1.08284,1.0885,1.06226,1.06471,1052845.0,2024-04-15T00:00:00+00:00,2024-04-15T00:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-1-WEEK-ASK-INTERNAL,1713744000000000000,1713744000000000000,1.06474,1.06901,1.06013,1.06579,1001514.0,2024-04-22T00:00:00+00:00,2024-04-22T00:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-1-WEEK-BID-INTERNAL,1713744000000000000,1713744000000000000,1.06471,1.069,1.0601,1.06577,1164647.0,2024-04-22T00:00:00+00:00,2024-04-22T00:00:00+00:00
sniffer_strategy,ASK,EURUSD.FOREX_MS-1-WEEK-ASK-INTERNAL,1714348800000000000,1714348800000000000,1.0658,1.0753,1.06241,1.07075,802091.0,2024-04-29T00:00:00+00:00,2024-04-29T00:00:00+00:00
sniffer_strategy,BID,EURUSD.FOREX_MS-1-WEEK-BID-INTERNAL,1714348800000000000,1714348800000000000,1.06578,1.07527,1.06239,1.07073,835351.0,2024-04-29T00:00:00+00:00,2024-04-29T00:00:00+00:00
